symbol,company,id,date,source,api_source,titre,contenu,score,sentiment,confiance,poids,score_pondere,url,nouveau,analyse_date,ajout_date,article_id,date_publication,score_sentiment,date_analyse
AAPL,Apple,,,Barchart.com,newsapi,Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?,"Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?. With a year-to-date (YTD) loss of nearly 5%, Apple (AAPL) is underperforming the average S&amp;P 500 Index ($SPX) peer this year. The story is not different from last year, when it gained a mere 8%, … [+3971...",,negative,0.749,1.3,-0.971,https://www.barchart.com/story/news/37001983/will-aapl-stock-rally-again-in-2026-to-help-apple-regain-the-throne-as-the-biggest-company,,,2026-01-14,c2be1c5bae74ca8b,2026-01-12,-0.749,2026-01-14 20:19:34
AAPL,Apple,,,Barchart,gnews,Ignore the Apple Noise and Consider Buying Qualcomm Stock for 2026,"Ignore the Apple Noise and Consider Buying Qualcomm Stock for 2026. Early 2026 brought a lift to semiconductor stocks from strong AI and data center spending, even as interest-rate volatility and supply-chain noise kept the sector choppy. Investors are rotating into names they see as undervalued, bu...",,positive,0.924,1.32,1.22,https://www.barchart.com/story/news/37025790/ignore-the-apple-noise-and-consider-buying-qualcomm-stock-for-2026,,,2026-01-14,c646a1004727eeab,2026-01-13,0.924,2026-01-14 20:19:34
AAPL,Apple,,,Barchart.com,newsapi,Gemini AI Is Coming to Gmail. What Does That Mean for Google Stock?,"Gemini AI Is Coming to Gmail. What Does That Mean for Google Stock?. Alphabet's (GOOGL) decision to embed its cutting-edge Gemini AI directly into Gmail marks a significant inflection point in the companys broader artificial intelligence (AI) strategy, and it could ha… [+5018 chars]",,neutral,0.809,1.3,0.0,https://www.barchart.com/story/news/37004445/gemini-ai-is-coming-to-gmail-what-does-that-mean-for-google-stock,,,2026-01-14,a3d5b1c4eda0bf6b,2026-01-12,0.0,2026-01-14 20:19:34
AAPL,Apple,,,Investopedia,newsapi,Apple Investors Are Still Waiting for an AI Siri. A New Deal With Google Could Help It Deliver,"Apple Investors Are Still Waiting for an AI Siri. A New Deal With Google Could Help It Deliver. <ul><li>Apple plans to use Google's Gemini to power future Apple Intelligence features, the companies said Monday.
</li><li>The new features are set to include an AI-enhanced Siri due later this yea… [+1...",,neutral,0.824,1.58,0.0,https://www.investopedia.com/apple-investors-are-still-waiting-for-an-ai-siri-a-new-deal-with-google-could-help-it-deliver-11883948,,,2026-01-14,e6a23d6fe00a09a0,2026-01-12,0.0,2026-01-14 20:19:34
AAPL,Apple,,,Forbes,gnews,Google’s Sergey Brin Becomes World’s No. 3 Richest Again,"Google’s Sergey Brin Becomes World’s No. 3 Richest Again. Topline
Sergey Brin leapfrogged Oracle’s Larry Ellison and Amazon’s Jeff Bezos on Tuesday to become the world’s third-richest person, ranking again behind fellow Google cofounder Larry Page as parent firm Alphabet stock rallied to its latest ...",,neutral,0.688,1.32,0.0,https://www.forbes.com/sites/tylerroush/2026/01/13/sergey-brin-becomes-worlds-no-3-richest-overtakes-jeff-bezos-larry-ellison-after-alphabet-hits-4-trillion/,,,2026-01-14,07a6b71262beaa13,2026-01-13,0.0,2026-01-14 20:19:35
AAPL,Apple,,,Yahoo Entertainment,newsapi,Jim Cramer Predicted Apple (AAPL)’s Gemini Deal,"Jim Cramer Predicted Apple (AAPL)’s Gemini Deal. We recently published 9 Stocks on Jim Cramers Radar.  Apple Inc. (NASDAQ:AAPL) is one of the stocks on Jim Cramer's radar.
Apple Inc. (NASDAQ:AAPL) is one of Cramers favorite stocks. The CNBC TV hos… [+1777 chars]",,neutral,0.948,1.58,0.0,https://finance.yahoo.com/news/jim-cramer-predicted-apple-aapl-163640302.html,,,2026-01-14,997155edf777ae8a,2026-01-13,0.0,2026-01-14 20:19:36
MSFT,Microsoft,,,Barchart.com,newsapi,Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?,"Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?. If chips were the dominant chips and shovels trade for the AI revolution so far, energy can be the next. The AI buildout across data centers by hyperscalers requires massive amounts of energy, as ev...",,neutral,0.894,1.3,0.0,https://www.barchart.com/story/news/37004093/should-you-buy-vst-stock-in-january-2026-as-vistra-strikes-a-major-nuclear-deal-with-meta-platforms,,,2026-01-14,cb716ad469000f06,2026-01-12,0.0,2026-01-14 20:19:38
MSFT,Microsoft,,,Github.com,newsapi,Build an E*TRADE trading app with Laravel,"Build an E*TRADE trading app with Laravel. Laravel client for the E*TRADE v1 API. This is a rewrite of
phpetrade that uses Laravel
conventions, Guzzle, Carbon, and complete data transfer object (DTO) coverage for E*TRADE API request and res… [+6337 chars]",,neutral,0.919,1.58,0.0,https://github.com/kevinrider/laravel-etrade,,,2026-01-14,929c5678146ccc64,2026-01-13,0.0,2026-01-14 20:19:39
MSFT,Microsoft,,,Barchart.com,newsapi,Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?,"Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?. With a year-to-date (YTD) loss of nearly 5%, Apple (AAPL) is underperforming the average S&amp;P 500 Index ($SPX) peer this year. The story is not different from last year, when it gained a mere 8%, … [+3971...",,negative,0.749,1.3,-0.971,https://www.barchart.com/story/news/37001983/will-aapl-stock-rally-again-in-2026-to-help-apple-regain-the-throne-as-the-biggest-company,,,2026-01-14,c2be1c5bae74ca8b,2026-01-12,-0.749,2026-01-14 20:19:39
TSLA,Tesla,,,Investing.com,gnews,America’s New Favorite EV Isn’t Tesla-And the Stock May Surprise,"America’s New Favorite EV Isn’t Tesla-And the Stock May Surprise. After gaining just 6% last year, consumer discretionary stocks entered 2026 looking for some relief from the fallout from tariffs, margin compression, and a weakening labor market.
But for automotive stocks, the situation was a little...",,negative,0.474,1.32,-0.626,https://www.investing.com/analysis/americas-new-favorite-ev-isnt-teslaand-the-stock-may-surprise-200673171,,,2026-01-14,fae42ede5f7e8d1f,2026-01-13,-0.474,2026-01-14 20:19:42
NVDA,Nvidia,,,Barchart.com,newsapi,"As SanDisk Kicks Off 2026 Strong, Can SNDK’s Stock Rally Hold?","As SanDisk Kicks Off 2026 Strong, Can SNDK’s Stock Rally Hold?. SanDisk (SNDK) entered 2026 with considerable momentum and is one of the top performers in the data storage space. Shares of the manufacturer and provider of data storage devices and solutions are al… [+4304 chars]",,positive,0.879,1.3,1.139,https://www.barchart.com/story/news/37001266/as-sandisk-kicks-off-2026-strong-can-sndks-stock-rally-hold,,,2026-01-14,3000c87cb32de76b,2026-01-12,0.879,2026-01-14 20:19:46
NVDA,Nvidia,,,Barchart.com,newsapi,Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?,"Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?. With a year-to-date (YTD) loss of nearly 5%, Apple (AAPL) is underperforming the average S&amp;P 500 Index ($SPX) peer this year. The story is not different from last year, when it gained a mere 8%, … [+3971...",,negative,0.749,1.3,-0.971,https://www.barchart.com/story/news/37001983/will-aapl-stock-rally-again-in-2026-to-help-apple-regain-the-throne-as-the-biggest-company,,,2026-01-14,c2be1c5bae74ca8b,2026-01-12,-0.749,2026-01-14 20:19:46
NVDA,Nvidia,,,Barchart.com,newsapi,"As Trump Says He Is ‘Proud’ of Intel, Should You Buy INTC Stock?","As Trump Says He Is ‘Proud’ of Intel, Should You Buy INTC Stock?. Intel (INTC) stock surged 10% on Friday following a White House meeting between CEO Lip-Bu Tan and President Donald Trump, who declared the United States government was proud to be a shareholder of t… [+4340 chars]",,positive,0.943,1.3,1.223,https://www.barchart.com/story/news/37004232/as-trump-says-he-is-proud-of-intel-should-you-buy-intc-stock,,,2026-01-14,ffa194a4d561108b,2026-01-12,0.943,2026-01-14 20:19:46
NVDA,Nvidia,,,24/7 Wall St.,newsapi,Nvidia Stock Could Drop 50% and Still Be Worth More Than Meta,"Nvidia Stock Could Drop 50% and Still Be Worth More Than Meta. ipopba / iStock via Getty Images
Its $4.5 trillion market cap makes Nvidia Corp. (NASDAQ: NVDA) the most valuable company in the world. That puts it well ahead of Apple and Alphabet, which have mark… [+2658 chars]",,negative,0.874,1.3,-1.132,https://247wallst.com/technology-3/2026/01/12/nvidia-stock-could-drop-50-and-still-be-worth-more-than-meta/,,,2026-01-14,53ee427ae2aa2e0e,2026-01-12,-0.874,2026-01-14 20:19:47
NVDA,Nvidia,,,The Street,gnews,Bank of America spots major Nvidia-linked stock market setup,"Bank of America spots major Nvidia-linked stock market setup. Key Points
Nvidia drives a shift, making industrial AI infrastructure stocks attractive over headline AI trades.
Two major players benefit from AI-driven demand, evident from their massive backlogs.
Big Tech giants plan nearly $400 billio...",,positive,0.927,1.32,1.224,https://www.thestreet.com/investing/bank-of-america-spots-major-nvidia-linked-stock-market-setup,,,2026-01-14,52a52172b422a4d3,2026-01-13,0.927,2026-01-14 20:19:47
GOOGL,Google,,,Investopedia,newsapi,Apple Investors Are Still Waiting for an AI Siri. A New Deal With Google Could Help It Deliver,"Apple Investors Are Still Waiting for an AI Siri. A New Deal With Google Could Help It Deliver. <ul><li>Apple plans to use Google's Gemini to power future Apple Intelligence features, the companies said Monday.
</li><li>The new features are set to include an AI-enhanced Siri due later this yea… [+1...",,neutral,0.824,1.58,0.0,https://www.investopedia.com/apple-investors-are-still-waiting-for-an-ai-siri-a-new-deal-with-google-could-help-it-deliver-11883948,,,2026-01-14,e6a23d6fe00a09a0,2026-01-12,0.0,2026-01-14 20:19:50
GOOGL,Google,,,Outlook Business,gnews,Alphabet Joins $4Trn Club After Apple Strikes AI Deal with Google Gemini,"Alphabet Joins $4Trn Club After Apple Strikes AI Deal with Google Gemini. Alphabet’s stock jumped on Monday after news that Apple will use Google’s Gemini models to power the next generation of Siri, pushing the company’s market capitalisation past the $4 trillion mark. Shares rose as much as 1.7% t...",,positive,0.94,1.32,1.24,https://www.outlookbusiness.com/corporate/alphabet-joins-4trn-club-after-apple-strikes-ai-deal-with-google-gemini,,,2026-01-14,2c7190ba2eb7ff14,2026-01-13,0.94,2026-01-14 20:19:50
GOOGL,Google,,,Barchart.com,newsapi,Meta Platforms Just Gave Oklo a Nuclear Boost. Should You Buy OKLO Stock Here?,"Meta Platforms Just Gave Oklo a Nuclear Boost. Should You Buy OKLO Stock Here?. Meta Platforms (META) just announced nuclear power agreements with three providers, including Sam Altman-backed Oklo (OKLO). Soon after the announcement, shares of Oklo, a small modular reactor (SMR)… [+5066 chars]",,neutral,0.693,1.3,0.0,https://www.barchart.com/story/news/37004411/meta-platforms-just-gave-oklo-a-nuclear-boost-should-you-buy-oklo-stock-here,,,2026-01-14,c2e5ab0a928d4bd7,2026-01-12,0.0,2026-01-14 20:19:50
GOOGL,Google,,,Investopedia,newsapi,5 Things to Know Before the Stock Market Opens,5 Things to Know Before the Stock Market Opens. Stock futures are losing ground this morning as investors digest news the Trump administration is investigating Federal Reserve Chair Jerome Powell; the Fed Chair said in a video statement late Sunda… [+5137 chars],,negative,0.956,1.08,-1.033,https://www.investopedia.com/5-things-to-know-before-the-stock-market-opens-january-12-2026-11883331,,,2026-01-14,6361376522d2c95a,2026-01-12,-0.956,2026-01-14 20:19:51
GOOGL,Google,,,Barchart,gnews,"Is GOOGL Stock a Buy at $4 Trillion? What the Data, Wall Street Analysts Say.","Is GOOGL Stock a Buy at $4 Trillion? What the Data, Wall Street Analysts Say.. The market does like a good comeback story. After being dismissed and bound for irrelevance after the emergence of OpenAI's ChatGPT, Alphabet's (GOOGL) (GOOG) Google has made a sensational splash in AI over the past year ...",,negative,0.482,1.32,-0.637,https://www.barchart.com/story/news/37022430/is-googl-stock-a-buy-at-4-trillion-what-the-data-wall-street-analysts-say,,,2026-01-14,449488656a61d72b,2026-01-13,-0.482,2026-01-14 20:19:51
GOOGL,Google,,,Barchart.com,newsapi,Gemini AI Is Coming to Gmail. What Does That Mean for Google Stock?,"Gemini AI Is Coming to Gmail. What Does That Mean for Google Stock?. Alphabet's (GOOGL) decision to embed its cutting-edge Gemini AI directly into Gmail marks a significant inflection point in the companys broader artificial intelligence (AI) strategy, and it could ha… [+5018 chars]",,neutral,0.809,1.3,0.0,https://www.barchart.com/story/news/37004445/gemini-ai-is-coming-to-gmail-what-does-that-mean-for-google-stock,,,2026-01-14,a3d5b1c4eda0bf6b,2026-01-12,0.0,2026-01-14 20:19:51
GOOGL,Google,,,Forbes,gnews,Google’s Sergey Brin Becomes World’s No. 3 Richest Again,"Google’s Sergey Brin Becomes World’s No. 3 Richest Again. Topline
Sergey Brin leapfrogged Oracle’s Larry Ellison and Amazon’s Jeff Bezos on Tuesday to become the world’s third-richest person, ranking again behind fellow Google cofounder Larry Page as parent firm Alphabet stock rallied to its latest ...",,neutral,0.688,1.32,0.0,https://www.forbes.com/sites/tylerroush/2026/01/13/sergey-brin-becomes-worlds-no-3-richest-overtakes-jeff-bezos-larry-ellison-after-alphabet-hits-4-trillion/,,,2026-01-14,07a6b71262beaa13,2026-01-13,0.0,2026-01-14 20:19:52
GOOGL,Google,,,Investor's Business Daily,gnews,"Dow Jones, S&P 500 Fall From Highs; Google Leads AI Stocks In Buy Zones","Dow Jones, S&P 500 Fall From Highs; Google Leads AI Stocks In Buy Zones. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. The information has been ob...",,neutral,0.943,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp-500-google-ai-stocks-buy-zones/,,,2026-01-14,231387692d5c196c,2026-01-13,0.0,2026-01-14 20:19:52
GOOGL,Google,,,Barchart.com,newsapi,Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?,"Will AAPL Stock Rally Again in 2026 to Help Apple Regain the Throne as the Biggest Company?. With a year-to-date (YTD) loss of nearly 5%, Apple (AAPL) is underperforming the average S&amp;P 500 Index ($SPX) peer this year. The story is not different from last year, when it gained a mere 8%, … [+3971...",,negative,0.749,1.3,-0.971,https://www.barchart.com/story/news/37001983/will-aapl-stock-rally-again-in-2026-to-help-apple-regain-the-throne-as-the-biggest-company,,,2026-01-14,c2be1c5bae74ca8b,2026-01-12,-0.749,2026-01-14 20:19:52
AMZN,Amazon,,,Barchart.com,newsapi,Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?,"Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?. If chips were the dominant chips and shovels trade for the AI revolution so far, energy can be the next. The AI buildout across data centers by hyperscalers requires massive amounts of energy, as ev...",,neutral,0.894,1.3,0.0,https://www.barchart.com/story/news/37004093/should-you-buy-vst-stock-in-january-2026-as-vistra-strikes-a-major-nuclear-deal-with-meta-platforms,,,2026-01-14,cb716ad469000f06,2026-01-12,0.0,2026-01-14 20:19:55
AMZN,Amazon,,,Barchart.com,newsapi,Meta Platforms Just Gave Oklo a Nuclear Boost. Should You Buy OKLO Stock Here?,"Meta Platforms Just Gave Oklo a Nuclear Boost. Should You Buy OKLO Stock Here?. Meta Platforms (META) just announced nuclear power agreements with three providers, including Sam Altman-backed Oklo (OKLO). Soon after the announcement, shares of Oklo, a small modular reactor (SMR)… [+5066 chars]",,neutral,0.693,1.3,0.0,https://www.barchart.com/story/news/37004411/meta-platforms-just-gave-oklo-a-nuclear-boost-should-you-buy-oklo-stock-here,,,2026-01-14,c2e5ab0a928d4bd7,2026-01-12,0.0,2026-01-14 20:19:55
AMZN,Amazon,,,Investopedia,newsapi,Two Low-Cost Airlines Plan to Merge. Wall Street Likes the Deal.,"Two Low-Cost Airlines Plan to Merge. Wall Street Likes the Deal.. <ul><li>News that Sun Country planned to merger with fellow low-cost airline Allegiant lifted the former's shares today.
</li><li>Analysts approved of the move, calling it a ""merger of two equally w… [+2556 chars]",,positive,0.92,1.3,1.192,https://www.investopedia.com/two-low-cost-airlines-plan-to-merge-wall-street-likes-the-deal-algt-scny-11883381,,,2026-01-14,f53dbcd26a3817f5,2026-01-12,0.92,2026-01-14 20:19:55
META,Meta,,,Barchart.com,newsapi,Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?,"Should You Buy VST Stock in January 2026 as Vistra Strikes a Major Nuclear Deal with Meta Platforms?. If chips were the dominant chips and shovels trade for the AI revolution so far, energy can be the next. The AI buildout across data centers by hyperscalers requires massive amounts of energy, as ev...",,neutral,0.894,1.3,0.0,https://www.barchart.com/story/news/37004093/should-you-buy-vst-stock-in-january-2026-as-vistra-strikes-a-major-nuclear-deal-with-meta-platforms,,,2026-01-14,cb716ad469000f06,2026-01-12,0.0,2026-01-14 20:19:58
META,Meta,,,Business Insider,newsapi,"'Big Short' investor Michael Burry explains why he's betting against Nvidia, not Meta or Microsoft","'Big Short' investor Michael Burry explains why he's betting against Nvidia, not Meta or Microsoft. Michael BurryJim Spellman/WireImage
<ul><li>Michael Burry says he's short Nvidia as it's especially exposed to what he sees as an AI bubble.</li><li>The ""Big Short"" investor said Meta, Alphabet, and…...",,neutral,0.875,1.58,0.0,https://www.businessinsider.com/big-short-michael-burry-substack-short-nvidia-microsoft-meta-alphabet-2026-1,,,2026-01-14,36dbc055a9871358,2026-01-13,0.0,2026-01-14 20:19:58
META,Meta,,,The Verge,newsapi,Microsoft scrambles to quell fury around its new AI data centers,"Microsoft scrambles to quell fury around its new AI data centers. <ul><li></li><li></li><li></li></ul>
It made five pledges to address concerns that have stymied plans to build out new AI data centers.
It made five pledges to address concerns that have stymied pl… [+5202 chars]",,neutral,0.709,1.58,0.0,https://www.theverge.com/news/861080/microsoft-ai-data-center-infrastructure-electricity-rates,,,2026-01-14,9013f1d7530f165f,2026-01-13,0.0,2026-01-14 20:19:59
META,Meta,,,Android Central,newsapi,"Meta is reportedly slashing another 1,500 jobs, aimed specifically at killing off its gaming social network","Meta is reportedly slashing another 1,500 jobs, aimed specifically at killing off its gaming social network. <ul><li>Meta is reportedly cutting 10% of Reality Labs employees, which equates to approximately 1,500 jobs lost.</li><li>The report claims that cuts are mainly in the metaverse division and ...",,negative,0.971,1.58,-1.538,https://www.androidcentral.com/gaming/virtual-reality/reality-labs-january-2026-rumored-cuts,,,2026-01-14,d284dc9e12ff2e5d,2026-01-13,-0.971,2026-01-14 20:19:59
AAPL,Apple,,,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, Nasdaq futures slip amid upbeat bank earnings, Iran fears","Stock market today: Dow, S&P 500, Nasdaq futures slip amid upbeat bank earnings, Iran fears. US stock futures retreated on Wednesday as more big bank earnings rolled in, with investors on watch for fresh inflation data, a potential Supreme Court ruling on US tariffs, and signs of US military… [+5570...",,negative,0.964,1.58,-1.527,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-slip-amid-upbeat-bank-earnings-iran-fears-000622380.html,,,2026-01-15,c49619605f171475,2026-01-14,-0.964,2026-01-15 10:04:34
AAPL,Apple,,,MarketBeat,newsapi,"Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin","Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin. Server rack with an exposed NVIDIA-branded accelerator board and cooling components inside a data center.
<ul><li>Strategic investors are shifting focus toward essential supply chain partners that e… [+6419 chars]",,positive,0.507,1.58,0.803,https://www.marketbeat.com/stock-ideas/small-caps-big-moats-inside-nvidias-rubin-suppliers-list/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,,,2026-01-15,af26d993722179cd,2026-01-13,0.507,2026-01-15 10:04:34
MSFT,Microsoft,,,Pypi.org,newsapi,degiro-portfolio added to PyPI,"degiro-portfolio added to PyPI. A web application for tracking and visualizing your DEGIRO portfolio with interactive charts and performance analytics.
Features
Portfolio Management
<ul><li>Import DEGIRO transaction exports from… [+8593 chars]",,neutral,0.923,1.32,0.0,https://pypi.org/project/degiro-portfolio/,,,2026-01-15,c2e1ee282501df94,2026-01-13,0.0,2026-01-15 10:04:39
MSFT,Microsoft,,,Barchart,gnews,This Trade for Microsoft Profits if the Stock Stays Above $435,"This Trade for Microsoft Profits if the Stock Stays Above $435. The price of Microsoft (MSFT) stock has dropped in recent months and the company is due to report earnings on January 28th after the market close.
To take advantage of the volatility skew around earnings, I like to use a strategy called...",,negative,0.951,1.56,-1.484,https://www.barchart.com/story/news/37036074/this-trade-for-microsoft-profits-if-the-stock-stays-above-435,,,2026-01-15,9c83607d06f68057,2026-01-14,-0.951,2026-01-15 10:04:40
MSFT,Microsoft,,,MarketBeat,newsapi,"Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin","Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin. Server rack with an exposed NVIDIA-branded accelerator board and cooling components inside a data center.
<ul><li>Strategic investors are shifting focus toward essential supply chain partners that e… [+6419 chars]",,positive,0.507,1.58,0.803,https://www.marketbeat.com/stock-ideas/small-caps-big-moats-inside-nvidias-rubin-suppliers-list/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,,,2026-01-15,af26d993722179cd,2026-01-13,0.507,2026-01-15 10:04:40
TSLA,Tesla,,,Investor's Business Daily,gnews,"Dow Jones Futures: Market Split With Tesla, Broadcom, AppLovin, Wells Fargo Key Losers; Nvidia Chipmaker Due","Dow Jones Futures: Market Split With Tesla, Broadcom, AppLovin, Wells Fargo Key Losers; Nvidia Chipmaker Due. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell se...",,neutral,0.944,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-tesla-broadcom-applovin-wells-fargo-losers-nvidia-chipmaker-taiwan-semi/,,,2026-01-15,9d4e670e734edf43,2026-01-14,0.0,2026-01-15 10:04:43
NVDA,Nvidia,,,Investor's Business Daily,gnews,"Dow Jones Futures: Market Split With Tesla, Broadcom, AppLovin, Wells Fargo Key Losers; Nvidia Chipmaker Due","Dow Jones Futures: Market Split With Tesla, Broadcom, AppLovin, Wells Fargo Key Losers; Nvidia Chipmaker Due. Information in Investor’s Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell se...",,neutral,0.944,1.56,0.0,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-tesla-broadcom-applovin-wells-fargo-losers-nvidia-chipmaker-taiwan-semi/,,,2026-01-15,9d4e670e734edf43,2026-01-14,0.0,2026-01-15 10:04:46
NVDA,Nvidia,,,MarketBeat,newsapi,"Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin","Small Names, Big Impact: The Stocks Behind NVIDIA’s Rubin. Server rack with an exposed NVIDIA-branded accelerator board and cooling components inside a data center.
<ul><li>Strategic investors are shifting focus toward essential supply chain partners that e… [+6419 chars]",,positive,0.507,1.58,0.803,https://www.marketbeat.com/stock-ideas/small-caps-big-moats-inside-nvidias-rubin-suppliers-list/?utm_source=yahoofinance&amp;utm_medium=yahoofinance,,,2026-01-15,af26d993722179cd,2026-01-13,0.507,2026-01-15 10:04:46
NVDA,Nvidia,,,Barchart.com,newsapi,Bernstein Loves This 1 Lesser-Known Chip Stock for 2026,"Bernstein Loves This 1 Lesser-Known Chip Stock for 2026. Bernstein just came out with its top chip stocks for 2026 list, and there is hardly anything surprising. Nvidia (NVDA) and Broadcom (AVGO) continue to be the favorites, as both are instrumental in se… [+4809 chars]",,neutral,0.843,1.58,0.0,https://www.barchart.com/story/news/37025413/bernstein-loves-this-1-lesser-known-chip-stock-for-2026,,,2026-01-15,5a53b3e0d7ab1418,2026-01-13,0.0,2026-01-15 10:04:46
NVDA,Nvidia,,,MarketWatch,newsapi,6 stocks and ETFs that these unsung market heroes see outperforming in 2026,"6 stocks and ETFs that these unsung market heroes see outperforming in 2026. - Getty Images/iStockphoto
Stock-newsletter writers are the markets unsung heroes. They dont grab the attention that legendary investors such as Warren Buffett or Bill Ackman do. But they should, be… [+6354 chars]",,neutral,0.908,1.58,0.0,https://www.marketwatch.com/story/6-stocks-and-etfs-that-these-unsung-market-heroes-see-outperforming-in-2026-0aef8bb8,,,2026-01-15,dca7ff15f9c052ba,2026-01-13,0.0,2026-01-15 10:04:47
NVDA,Nvidia,,,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, Nasdaq slide amid upbeat bank earnings, Iran fears","Stock market today: Dow, S&P 500, Nasdaq slide amid upbeat bank earnings, Iran fears. US stocks retreated on Wednesday as investors weighed the latest big bank earnings and economic data, while on alert for a potential Supreme Court ruling on US tariffs as well as a US response to unr… [+8899 chars]",,negative,0.964,1.58,-1.528,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-resume-slide-as-more-bank-earnings-fresh-economic-data-roll-in-000622793.html,,,2026-01-15,a570f92166971577,2026-01-14,-0.964,2026-01-15 10:04:48
NVDA,Nvidia,,,Devdiscourse,gnews,China's Stock Market: Record Turnover and Regulatory Moves,"China's Stock Market: Record Turnover and Regulatory Moves. In a surprise regulatory move, Mainland China saw its stock benchmarks close lower on Wednesday as officials tightened margin requirements to temper an overheated market. The Shanghai Composite Index fell by 0.31% and the CSI300 Index decli...",,negative,0.974,1.32,-1.285,https://www.devdiscourse.com/article/technology/3769050-chinas-stock-market-record-turnover-and-regulatory-moves,,,2026-01-15,28cd340cd186488a,2026-01-14,-0.974,2026-01-15 10:04:48
GOOGL,Google,,,Yahoo Entertainment,newsapi,"Stock market today: Dow, S&P 500, Nasdaq futures slip amid upbeat bank earnings, Iran fears","Stock market today: Dow, S&P 500, Nasdaq futures slip amid upbeat bank earnings, Iran fears. US stock futures retreated on Wednesday as more big bank earnings rolled in, with investors on watch for fresh inflation data, a potential Supreme Court ruling on US tariffs, and signs of US military… [+5570...",,negative,0.964,1.58,-1.527,https://finance.yahoo.com/news/live/stock-market-today-dow-sp-500-nasdaq-futures-slip-amid-upbeat-bank-earnings-iran-fears-000622380.html,,,2026-01-15,c49619605f171475,2026-01-14,-0.964,2026-01-15 10:04:51
GOOGL,Google,,,Yahoo Entertainment,newsapi,"Is GOOGL Stock a Buy at $4 Trillion? What the Data, Wall Street Analysts Say.","Is GOOGL Stock a Buy at $4 Trillion? What the Data, Wall Street Analysts Say.. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 chars]",,neutral,0.938,1.32,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_e4acf085-5ba4-4674-96ba-cf776966e5ef,,,2026-01-15,d037a35279adbf9b,2026-01-13,0.0,2026-01-15 10:04:52
GOOGL,Google,,,Yahoo Entertainment,newsapi,Alphabet Stock Is Still Undervalued According to Analysts - 1 Month GOOGL Puts Yield 2.50%,"Alphabet Stock Is Still Undervalued According to Analysts - 1 Month GOOGL Puts Yield 2.50%. If you click 'Accept all', we and our partners, including 245 who are part of the IAB Transparency &amp; Consent Framework, will also store and / or access information on a device (in other words, us… [+1046 ...",,neutral,0.931,1.58,0.0,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7d766f4e-6453-4ae4-9d1f-735a7564b83d,,,2026-01-15,086730f260410a1a,2026-01-13,0.0,2026-01-15 10:04:52
